Zaman(s),Raw_Ax,Raw_Ay,Raw_Az,Raw_Gx,Raw_Gy,Raw_Gz,Angle_X,Angle_Y,Angle_Z,Filt_Ax,Filt_Ay,Filt_Az,Filt_Gx,Filt_Gy,Filt_Gz
3.6931,-608,422,16883,4,-33,-198,135,129,125,376,102,16395,2,-62,-25
3.7094,208,118,16871,5,17,-68,129,130,126,130,182,16517,2,-55,-69
3.7249,112,358,16435,6,-7,-13,129,130,126,149,166,16605,2,-37,-69
3.725,144,278,16555,5,-17,-1,129,131,126,139,214,16562,3,-30,-55
3.7411,-112,354,16635,6,13,7,129,131,126,140,230,16560,3,-27,-42
3.7575,216,302,16359,6,8,8,128,132,126,77,261,16578,3,-17,-30
3.7575,136,262,16663,6,0,9,128,132,126,111,271,16523,3,-11,-21
3.773,184,230,16623,7,-16,8,128,132,126,117,268,16558,3,-9,-14
3.7731,164,178,16571,6,-4,6,128,132,126,133,258,16574,4,-11,-9
3.789,180,138,16575,5,5,9,129,131,126,140,238,16573,4,-10,-6
3.8049,136,218,16523,7,-3,9,129,131,126,150,213,16573,4,-7,-3
3.805,188,258,16463,6,-5,9,129,131,126,146,214,16560,4,-6,0
3.8213,200,242,16539,7,1,7,129,131,125,156,225,16535,4,-6,2
3.837,212,310,16439,6,-2,7,129,131,125,167,229,16536,4,-5,3
3.8371,200,270,16451,7,1,8,129,131,125,178,249,16511,4,-5,4
3.8534,60,342,16491,5,1,6,129,131,125,183,254,16496,4,-4,5
3.8693,132,278,16559,6,-2,9,129,132,125,152,276,16494,4,-3,5
3.8694,220,186,16575,6,-1,9,129,132,125,147,276,16510,4,-3,6
3.885,140,178,16427,8,-3,7,129,131,125,165,253,16526,4,-3,6
3.8851,208,114,16495,7,-1,7,129,131,125,158,234,16501,5,-3,6
3.9013,96,242,16587,9,-1,9,129,131,125,170,204,16499,5,-3,6
3.9173,160,238,16503,8,-2,9,129,131,125,151,213,16521,6,-3,6
3.9174,120,282,16559,8,1,8,129,131,125,153,219,16516,6,-3,6
3.933,92,270,16583,5,0,9,129,131,125,144,234,16526,6,-2,6
3.9489,136,254,16559,4,1,8,129,131,125,131,243,16540,5,-2,6
3.9491,176,278,16491,5,0,6,129,131,125,132,245,16544,4,-2,6
3.9653,168,278,16499,6,-1,9,129,131,125,143,253,16530,4,-2,6
3.9654,204,254,16535,5,-1,8,129,131,125,149,259,16522,4,-2,6
3.9812,212,218,16519,7,0,8,129,132,125,162,257,16525,4,-2,6
3.997,288,202,16311,5,4,9,129,132,125,174,247,16523,4,-2,6
3.9972,172,234,16531,8,25,6,130,131,125,202,235,16470,4,-1,6
4.0133,468,102,16399,11,62,4,130,131,125,194,234,16485,5,5,6
4.0291,592,-318,17247,27,151,-100,131,130,125,262,201,16463,6,19,5
4.0293,984,-314,16447,33,60,-351,131,130,125,344,71,16659,11,52,-22
4.045,1000,-478,16547,32,1,-587,134,126,126,504,-26,16606,16,54,-105
4.061,1464,-286,16559,29,-29,-836,134,126,126,628,-139,16591,20,40,-226
4.0611,900,46,16523,27,-49,-1038,140,124,127,837,-176,16583,22,22,-379
4.0773,676,338,16719,23,-76,-1156,140,124,127,852,-121,16568,23,4,-544
4.0774,-104,362,16487,14,-128,-1194,139,127,128,808,-7,16605,23,-16,-697
4.0929,-556,562,16335,13,-152,-1167,139,127,128,580,85,16575,20,-44,-822
4.1089,-1388,982,16279,16,-124,-1011,131,131,130,296,204,16515,18,-71,-909
4.1091,-1808,1290,16367,14,-67,-656,131,131,130,-125,398,16456,17,-85,-935
4.1253,832,-42,16519,10,2,-234,118,137,130,-546,621,16433,16,-81,-866
4.1409,184,198,16519,6,53,-57,118,137,130,-202,455,16454,14,-61,-708
4.141,-84,398,16667,7,85,5,125,134,130,-106,390,16470,12,-33,-546
4.157,-872,698,16487,9,109,79,125,134,130,-101,392,16519,10,-4,-409
4.173,80,446,16539,12,114,188,122,134,129,-294,468,16511,9,24,-287
4.1731,584,182,16655,16,111,236,122,134,129,-201,462,16518,9,46,-169
4.1893,1692,-146,16551,10,65,166,126,133,128,-5,392,16552,10,62,-68
4.1894,112,238,16475,9,40,49,126,133,128,419,257,16551,10,62,-10
4.2052,12,94,16555,7,29,16,132,130,127,342,252,16532,9,56,4
4.221,92,174,16547,4,17,9,132,130,127,259,212,16537,8,49,7
4.2211,180,162,16495,3,10,8,130,130,127,217,202,16539,7,41,7
4.2371,180,222,16459,4,3,6,130,130,127,207,192,16528,6,33,7
4.2529,240,230,16503,3,-5,6,130,130,127,200,199,16510,5,25,6
4.253,12,318,16703,1,-5,8,130,130,127,210,206,16508,4,17,6
4.2691,148,298,16535,4,-9,7,129,130,127,160,234,16556,3,11,6
4.2692,108,442,16479,4,-18,8,129,130,127,157,250,16550,3,6,6
4.2849,64,386,16635,2,-18,6,129,131,127,144,298,16532,3,0,6
4.3009,244,230,16343,9,-9,9,129,131,127,124,320,16557,2,-5,6
4.3011,112,270,16543,11,1,10,129,132,127,154,297,16503,3,-6,6
4.3172,80,194,16535,12,4,5,129,132,127,143,290,16513,5,-5,7
4.3333,464,-26,16535,11,1,-5,128,132,127,127,266,16518,6,-3,6
4.3334,744,-194,16623,12,-4,-122,128,132,127,211,193,16522,7,-2,3
4.3492,724,-10,16487,13,-10,-384,132,129,128,344,96,16547,8,-3,-29
4.3649,-8,834,16579,16,-11,-671,132,129,128,439,69,16532,9,-5,-118
4.3651,-1180,2238,16547,21,-10,-864,132,132,129,327,260,16543,10,-7,-257
4.3814,-1196,2474,16391,23,-21,-864,132,132,129,-50,754,16544,12,-8,-409
4.3814,-292,1194,16359,21,-17,-722,121,146,130,-337,1184,16505,14,-12,-523
4.3973,1036,290,15987,16,-25,-537,121,146,130,-326,1186,16468,15,-14,-573
4.4129,36,454,16831,13,-9,-327,127,143,130,14,962,16347,15,-17,-564
4.413,68,66,16539,11,-19,-153,127,143,130,19,835,16468,14,-15,-505
4.4289,72,-502,16771,2,-25,-23,127,138,130,31,642,16485,13,-16,-417
4.4453,136,-738,16507,2,-35,80,127,138,130,41,356,16556,10,-19,-319
4.4454,2280,-2242,16523,0,-37,155,128,129,129,64,82,16543,8,-23,-220
4.4609,228,338,16323,-2,-50,110,128,129,129,618,-499,16538,6,-27,-127
4.4609,552,254,15963,-6,-127,31,135,123,129,520,-290,16484,4,-33,-68
4.4769,-120,106,18207,-2,-350,3,135,123,129,528,-154,16353,1,-57,-44
4.4933,336,166,17491,59,-678,-15,132,126,129,366,-89,16816,0,-131,-33
4.4934,904,778,13279,65,-768,-20,132,126,129,358,-26,16984,14,-268,-29
4.5093,224,462,16551,38,-271,1,134,131,129,494,175,16057,26,-393,-27
4.5251,244,362,16727,9,-76,7,134,131,129,426,246,16180,29,-363,-20
4.5252,408,470,16519,5,-33,12,132,133,129,380,275,16316,24,-292,-14
4.5414,220,750,16467,-1,-34,24,132,133,129,387,323,16366,19,-228,-8
4.5572,-144,1402,16639,-3,-43,92,132,134,128,345,429,16391,14,-180,0
4.5572,-1472,1930,17151,7,-94,295,132,134,128,222,672,16453,9,-146,23
4.5729,-1348,1770,16807,25,-230,603,123,143,128,-202,986,16627,8,-133,91
4.573,-912,2270,15791,45,-400,903,123,143,128,-489,1182,16672,12,-158,219
4.5893,-404,954,16071,42,-278,1175,117,150,127,-595,1454,16451,20,-219,390
4.6054,588,590,16219,23,-160,1320,117,150,127,-548,1329,16356,25,-234,586
4.6055,252,634,16615,21,-110,1363,122,145,125,-264,1144,16321,24,-216,769
4.6209,-568,1546,16395,24,-141,1416,124,143,124,-135,1016,16394,23,-190,917
4.6374,184,1914,15863,27,-151,1535,124,143,124,-244,1148,16394,23,-178,1041
4.6374,-804,1122,16871,21,-152,1715,124,148,123,-137,1339,16261,24,-172,1164
4.6533,1660,-1034,16723,31,-214,1893,124,148,123,-304,1284,16413,23,-167,1301
4.6689,2996,-1074,16427,30,-292,1916,129,139,121,187,704,16490,25,-179,1449
4.6691,2008,-1646,17359,33,-283,1784,129,139,121,889,259,16474,26,-208,1565
4.6849,1024,-922,17391,36,-457,1522,145,124,120,1168,-218,16695,27,-227,1619
4.6849,-168,-546,16651,45,-758,1305,145,124,120,1132,-394,16869,29,-285,1594
4.7013,1016,182,16623,56,-958,1211,139,122,120,807,-432,16814,33,-404,1521
4.7171,828,910,15839,59,-1002,1244,139,122,120,859,-279,16766,38,-543,1443
4.7172,752,894,16235,76,-934,1378,140,130,119,851,18,16534,43,-658,1393
4.733,1492,186,16627,86,-820,1493,140,130,119,826,237,16459,51,-727,1389
4.7489,892,-198,15699,92,-730,1482,142,133,118,992,224,16501,59,-751,1415
4.7489,1236,-1010,17427,90,-656,1423,142,133,118,967,118,16300,67,-746,1431
4.7653,1648,-1570,16655,92,-767,1242,143,127,118,1034,-164,16581,72,-724,1429
4.7654,2004,-1046,15759,88,-799,980,143,127,118,1187,-516,16599,77,-735,1382
4.781,1904,-562,16259,75,-683,729,148,119,117,1391,-649,16389,79,-751,1281
4.7969,1656,-582,16891,62,-625,560,148,119,117,1519,-628,16356,78,-734,1143
4.797,1528,10,16663,52,-679,381,151,120,118,1553,-617,16489,74,-707,997
4.8133,1808,-22,16483,45,-737,281,151,120,118,1546,-461,16532,68,-700,843
4.8289,1916,170,15691,41,-713,206,152,124,119,1611,-352,16519,62,-710,702
4.829,1884,-54,15407,33,-555,155,152,124,119,1687,-222,16312,56,-711,578
4.8452,1816,198,15739,21,-321,80,154,127,120,1736,-180,16085,50,-672,472
4.8613,1884,426,15999,8,-141,29,154,127,120,1756,-86,15998,42,-585,374
4.8614,1908,394,15847,3,-21,11,154,129,120,1788,42,15998,33,-474,287
4.877,2024,178,16039,-2,112,-2,154,129,120,1818,130,15960,25,-361,218
4.8771,1728,346,15679,-6,221,-21,156,130,120,1869,142,15979,18,-243,163
4.8931,1700,302,15615,-14,403,-17,156,130,120,1833,193,15904,12,-127,117
4.9093,1820,162,15639,-17,611,-3,155,130,120,1799,220,15831,5,5,83
4.9094,2076,486,15031,-26,827,0,155,130,120,1804,205,15783,-1,156,61
4.9254,2608,1946,13863,-35,1181,15,157,130,120,1872,275,15595,-8,323,45
4.9411,2792,3642,12323,-50,1814,92,157,130,120,2056,692,15162,-15,537,37
4.9412,4060,3310,8667,-64,2861,257,163,146,120,2240,1429,14452,-24,856,50
4.9573,-19924,1466,26267,-163,4510,434,163,146,120,2695,1899,13005,-34,1357,101
4.9574,2396,-2210,24599,-177,2521,730,81,146,120,-2960,1790,16320,-67,2145,184
4.9733,284,-498,16483,-2,2,706,81,146,120,-1621,790,18389,-95,2239,320
4.9891,2064,-682,12699,74,-634,582,110,128,119,-1145,468,17912,-72,1679,416
4.9892,-340,-3310,15875,24,-72,357,110,128,119,-343,180,16608,-36,1100,457
5.0053,-264,246,17807,-4,166,115,122,113,119,-343,-693,16424,-21,807,432
5.0213,444,182,16495,6,56,38,122,113,119,-324,-459,16769,-17,646,352
5.0214,476,134,16463,7,24,17,125,121,119,-132,-299,16700,-12,498,273
5.0369,460,134,16535,5,54,10,125,121,119,20,-191,16640,-8,379,209
5.053,324,226,16771,3,68,6,130,124,120,130,-110,16613,-5,297,159
5.0532,336,210,16579,7,33,6,130,124,120,178,-26,16652,-3,239,120
5.0692,396,330,16575,2,6,5,131,127,120,217,33,16633,-1,187,91
5.0693,392,334,16443,4,-7,4,131,127,120,261,107,16618,-1,141,69
5.0853,48,294,17587,3,-25,5,131,129,119,293,163,16574,0,104,52
5.101,208,314,17063,35,-207,5,131,129,119,231,195,16827,0,71,40
5.1011,488,334,16363,53,-356,3,130,130,119,225,224,16886,8,1,31
5.1174,220,182,17315,43,-434,1,130,130,119,290,251,16755,19,-89,24
5.1333,-60,214,17975,31,-605,1,131,131,119,272,233,16895,25,-176,18
5.1334,-76,262,17699,36,-902,8,131,131,119,189,228,17165,26,-284,13
5.1489,640,278,17091,48,-1264,14,128,132,119,122,236,17298,28,-439,11
5.1649,456,322,17235,48,-1465,17,128,132,119,251,246,17246,33,-646,11
5.165,880,266,16767,62,-1591,20,131,135,119,302,265,17243,36,-851,12
5.1813,1148,254,16867,74,-1678,19,131,135,119,446,265,17124,42,-1036,14
5.1814,1120,386,16627,72,-1761,14,136,136,119,621,262,17059,50,-1197,15
5.1969,1372,338,16499,76,-1837,17,136,136,119,745,293,16951,55,-1338,14
5.2129,1864,358,15691,74,-1854,18,141,137,119,901,304,16838,60,-1463,14
5.213,2124,310,15339,65,-1702,17,141,137,119,1141,317,16551,63,-1561,15
5.229,2284,314,15315,58,-1458,14,148,138,120,1386,315,16248,63,-1597,15
5.245,2336,210,15719,49,-1217,11,148,138,120,1610,314,16014,61,-1563,14
5.2451,2500,294,15475,42,-1027,9,154,137,120,1791,288,15940,58,-1477,13
5.2611,2448,274,16027,35,-817,3,154,137,120,1968,289,15823,54,-1365,12
5.2612,2292,302,16131,29,-697,-1,159,136,120,2088,285,15874,49,-1228,9
5.2773,2308,318,16451,26,-627,-1,159,136,120,2139,289,15938,44,-1096,6
5.2929,2220,286,17195,28,-633,-3,161,135,120,2181,296,16066,39,-979,4
5.293,2256,234,17735,32,-799,-11,161,135,120,2190,293,16348,36,-893,2
5.3088,2148,338,17603,42,-1083,-32,161,135,121,2206,278,16694,35,-870,-2
5.325,2364,358,16739,51,-1362,-47,161,135,121,2191,293,16921,36,-924,-10
5.3253,2644,350,16579,51,-1532,-50,161,136,121,2234,309,16875,39,-1034,-20
5.3413,3168,306,16751,54,-1630,-43,161,136,121,2336,319,16801,42,-1159,-28
5.357,2856,754,16515,62,-1739,-23,166,136,121,2544,315,16788,45,-1277,-32
5.3571,2884,710,16207,76,-1828,55,166,136,121,2622,424,16719,49,-1393,-30
5.3733,2820,758,16643,89,-1888,141,168,140,121,2687,495,16591,55,-1502,-9
5.3734,3424,158,16495,111,-1989,237,168,140,121,2720,560,16604,63,-1599,28
5.3891,3600,242,17675,122,-2113,255,172,141,120,2896,459,16576,75,-1697,80
5.405,3708,222,17347,128,-2347,257,172,141,120,3072,404,16850,86,-1801,123
5.4051,3560,342,17311,136,-2574,271,177,140,120,3231,358,16974,96,-1938,156
5.4209,4712,94,16239,157,-2733,293,177,140,120,3313,354,17058,106,-2097,184
5.4373,4748,254,16103,163,-2779,290,184,140,119,3662,289,16853,118,-2256,211
5.4374,4200,502,16399,162,-2873,269,188,141,119,3933,280,16665,129,-2387,230
5.4537,4352,478,16091,164,-2979,242,188,141,119,3999,335,16598,137,-2509,239
5.469,5724,314,15979,159,-3087,221,190,143,119,4087,370,16471,143,-2627,239
5.4691,6872,-34,13911,163,-3195,178,190,143,119,4496,356,16348,147,-2742,234
5.4848,6888,234,13415,116,-3031,55,206,143,119,5090,258,15738,151,-2856,220
5.4849,7288,378,13419,59,-2698,-78,206,143,119,5539,252,15157,142,-2900,178
5.5009,6928,14,14711,11,-2410,-188,220,143,119,5976,283,14722,121,-2850,114
5.5169,6932,158,16479,-64,-2402,-331,220,143,119,6214,215,14719,93,-2740,38
5.5171,5988,262,17347,-107,-2654,-432,226,141,120,6393,200,15159,53,-2656,-55
5.5333,6840,330,16531,-111,-3047,-470,226,141,120,6291,215,15706,13,-2656,-150
5.5493,7692,-382,16439,-135,-3455,-520,228,141,120,6428,243,15912,-18,-2754,-230
5.5494,7792,210,16907,-197,-4000,-643,228,141,120,6744,86,16043,-48,-2930,-303
5.5649,7968,198,16383,-250,-4563,-741,237,141,121,7006,117,16259,-86,-3198,-388
5.565,6112,870,16183,-363,-5016,-748,237,141,121,7246,137,16290,-127,-3540,-477
5.581,8632,14,13135,-335,-5090,-645,236,148,122,6962,320,16263,-186,-3909,-545
5.5973,12020,-418,11119,-338,-4978,-643,236,148,122,7379,243,15481,-224,-4205,-570
5.5974,10036,1214,12355,-481,-4911,-816,255,146,123,8539,77,14390,-253,-4399,-589
5.6129,8700,2550,12427,-542,-4785,-870,255,146,123,8913,361,13881,-310,-4527,-646
5.629,9112,2026,11867,-467,-4547,-723,255,159,123,8859,908,13517,-368,-4592,-702
5.6291,10300,514,12759,-288,-4223,-456,255,159,123,8922,1187,13104,-393,-4581,-708
5.6449,10692,510,13539,-131,-3989,-276,255,160,123,9266,1018,13017,-367,-4492,-645
5.6613,10012,-514,12119,-98,-4103,-148,255,160,123,9622,891,13147,-308,-4367,-553
5.6614,10056,910,12815,109,-3711,-3,255,152,123,9719,539,12890,-256,-4301,-452
5.6769,11588,1010,10115,174,-3680,154,255,152,123,9803,631,12871,-165,-4154,-340
5.677,10196,374,12855,284,-3453,244,255,154,122,10249,725,12182,-81,-4036,-217
5.6934,11168,910,12607,415,-3324,339,255,154,122,10235,637,12350,10,-3891,-102
5.7091,11028,398,11859,460,-3304,407,255,153,121,10468,705,12414,111,-3750,8
5.7092,12172,542,10603,538,-3250,451,255,153,121,10608,628,12275,198,-3639,107
5.7249,10940,434,11131,616,-3242,513,255,150,121,10999,606,11857,283,-3542,193
5.7413,11404,258,10539,677,-3054,558,255,150,121,10984,563,11675,366,-3467,273
5.7413,12492,526,8811,733,-2788,584,255,148,120,11089,486,11391,443,-3364,344
5.7573,12884,-290,11383,713,-2439,572,255,148,120,11439,496,10746,515,-3220,404
5.7573,13236,446,10011,674,-2300,525,255,143,120,11800,299,10905,564,-3025,446
5.7729,12140,-330,9351,572,-2206,429,255,143,120,12159,335,10681,591,-2844,465
5.7889,12320,410,10811,525,-2007,380,255,140,119,12154,168,10348,586,-2685,456
5.789,13092,314,10343,542,-1784,394,255,140,119,12195,228,10463,570,-2516,437
5.8053,13148,850,10275,502,-1551,356,255,140,119,12419,249,10433,563,-2333,426
5.8209,13748,926,8539,491,-1611,340,255,140,119,12601,399,10393,547,-2138,408
5.821,14216,378,7343,457,-1499,312,255,143,119,12887,530,9929,533,-2007,391
5.837,13692,246,9467,348,-1198,229,255,143,119,13219,492,9282,514,-1880,371
5.8534,13712,286,10131,243,-1075,156,255,140,119,13337,430,9328,472,-1710,335
5.8535,13888,346,8259,227,-1211,134,255,140,119,13430,394,9528,414,-1552,290
5.8693,13700,394,10419,90,-1198,48,255,138,120,13544,382,9210,367,-1467,251
5.8693,13724,590,9247,36,-1310,9,255,138,120,13583,385,9512,297,-1400,200
5.8849,14236,578,7919,32,-1304,11,255,139,120,13618,436,9445,231,-1378,152
5.9009,14560,526,7431,30,-1134,13,255,139,120,13772,471,9063,181,-1360,116
5.901,14576,534,7207,25,-861,11,255,140,119,13969,484,8655,143,-1304,90
5.9173,14708,518,6947,18,-521,9,255,140,119,14120,496,8293,113,-1194,70
5.9329,14592,570,7419,12,-156,10,255,139,119,14267,501,7956,89,-1026,54
5.933,14368,546,7979,9,149,7,255,139,119,14348,518,7821,69,-809,43
5.949,14200,522,8535,4,345,8,255,138,119,14353,525,7860,54,-570,34
5.9652,14284,530,8383,1,460,7,255,138,119,14314,524,8028,41,-342,27
5.9653,14140,538,8531,-1,562,7,255,136,119,14306,525,8116,31,-142,22
5.9808,14184,514,8155,3,659,10,255,136,119,14264,528,8219,23,34,18
5.9809,13748,590,8835,17,842,19,255,135,119,14244,524,8203,18,190,16
5.997,13844,582,8867,62,1038,52,255,135,119,14120,540,8361,17,353,16
6.0133,13216,862,9727,91,1186,74,255,133,119,14051,550,8487,28,524,25
6.0134,14328,454,8695,148,1344,117,255,133,119,13842,628,8797,43,689,37
6.0293,13548,646,9135,163,1462,135,255,133,119,13963,584,8771,69,852,57
6.0448,14620,146,9719,184,1620,160,255,133,119,13859,599,8862,92,1004,76
6.0449,13228,734,9219,173,1719,151,255,130,119,14049,485,9076,115,1158,97
6.061,12976,362,8195,217,1948,192,255,130,119,13843,547,9111,129,1298,110
6.0611,11720,1006,10583,206,2112,194,255,129,119,13626,500,8882,151,1460,130
6.0768,11932,1082,9171,215,2282,202,255,129,119,13149,626,9307,164,1623,146
6.0929,11552,1106,9927,234,2451,228,255,132,119,12844,740,9273,176,1787,160
6.0931,12776,714,9691,279,2701,278,255,132,119,12521,831,9436,190,1953,177
6.109,13228,398,7719,228,2969,242,255,131,119,12584,801,9499,212,2140,202
6.1249,14188,-642,6191,-56,3639,7,255,131,119,12745,700,9054,216,2347,212
6.125,12388,-798,8847,-455,4484,-338,255,122,119,13105,364,8338,148,2670,160
6.1413,11252,54,7151,-746,5270,-638,255,122,119,12925,73,8465,-3,3123,35
6.157,12448,-906,8819,-937,6158,-841,255,114,120,12506,68,8136,-189,3659,-134
6.1571,10104,-50,9331,-1096,6872,-1076,255,114,120,12491,-176,8306,-376,4283,-311
6.1733,9584,-1218,10891,-1264,7392,-1348,255,105,121,11894,-145,8562,-556,4930,-503
6.1734,8716,598,10455,-1263,7903,-1538,255,105,121,11316,-414,9144,-733,5545,-715
6.1894,8100,1358,11619,-1139,8372,-1546,255,101,123,10666,-161,9471,-866,6134,-921
6.2049,7024,1574,16219,-945,8656,-1365,255,101,123,10024,218,10008,-935,6693,-1078
6.2051,4816,3502,18771,-616,8193,-891,255,107,125,9274,557,11560,-938,7183,-1150
6.2209,5292,1598,18915,-314,7190,-247,255,107,125,8159,1293,13362,-858,7435,-1086
6.2369,5384,738,20127,-161,6229,44,246,120,124,7442,1369,14750,-722,7373,-877
6.237,4844,590,20315,-81,5051,170,246,120,124,6927,1211,16094,-582,7087,-647
6.2529,4464,794,19787,-22,3873,246,229,118,123,6406,1055,17149,-457,6578,-443
6.253,4636,734,18279,38,2840,326,221,119,123,5920,989,17808,-349,5901,-271
6.269,5076,250,17507,79,2079,386,221,119,123,5599,925,17925,-253,5135,-122
6.2853,5348,182,16015,105,1620,422,213,121,121,5468,756,17820,-170,4371,5
6.2854,6028,-146,14107,109,1513,430,213,121,121,5438,612,17368,-102,3683,109
6.3009,6792,-250,12907,83,1756,388,215,121,121,5585,422,16552,-50,3140,189
6.3171,6672,-590,11403,25,2357,281,215,121,121,5886,254,15640,-17,2794,238
6.3172,6340,-290,12435,-56,3142,113,223,117,121,6082,43,14580,-7,2684,248
6.3332,5920,-146,12751,-134,3936,-53,223,117,121,6146,-41,14043,-20,2798,214
6.3491,5300,122,13119,-197,4653,-228,223,113,121,6089,-68,13720,-49,3082,147
6.3492,4056,110,15819,-247,5191,-380,223,113,121,5891,-21,13569,-86,3474,53
6.365,2704,-542,23063,-286,5213,-535,212,112,122,5432,11,14131,-127,3903,-56
6.3651,640,302,23019,-276,4066,-744,212,112,122,4750,-128,16364,-167,4230,-176
6.3812,2592,630,17663,-219,2783,-802,186,110,123,3722,-21,18027,-195,4189,-318
6.3972,2136,1090,18423,-171,2084,-704,186,110,123,3439,141,17936,-201,3837,-439
6.3973,48,1086,28511,-103,1553,-534,176,119,123,3113,378,18057,-194,3398,-506
6.4129,3432,1018,13107,-30,492,-211,176,119,123,2346,555,20670,-172,2936,-513
6.4288,3260,610,17695,1,266,-56,168,128,123,2617,670,18779,-137,2325,-438
6.4289,2764,374,16215,6,103,-7,168,128,123,2777,655,18508,-103,1810,-343
6.4449,2640,362,16375,10,49,8,171,131,123,2773,584,17934,-76,1383,-259
6.4608,2656,326,16295,8,31,9,171,131,123,2739,528,17544,-55,1049,-193
6.4609,2548,258,16515,8,26,9,170,131,122,2718,477,17231,-40,794,-143
6.4769,2568,322,16239,6,12,6,170,131,122,2675,422,17052,-28,602,-105
6.4771,2556,370,16327,6,15,6,169,132,123,2648,397,16848,-20,454,-78
6.4932,2520,390,16407,7,20,7,169,132,123,2625,390,16717,-14,344,-57
6.5089,2576,322,16303,8,26,9,168,132,123,2598,390,16639,-9,263,-41
6.509,2520,414,16355,10,50,11,168,132,123,2592,373,16555,-5,203,-29
6.5249,2516,338,16447,11,65,10,168,132,123,2574,383,16505,-2,164,-19
6.5412,2536,382,16487,10,60,10,168,132,123,2559,371,16490,1,139,-12
6.5413,2544,314,16475,13,60,12,166,132,123,2553,373,16489,3,119,-7
6.5572,2500,350,16399,9,47,13,166,132,123,2550,358,16485,5,104,-3
6.5573,2596,234,16127,7,46,9,166,132,122,2537,356,16463,6,89,1
6.5729,2384,306,16115,11,73,-5,166,132,122,2551,325,16379,6,78,3
6.5889,2324,178,16459,10,101,-30,166,132,122,2509,320,16313,7,76,1
6.589,2500,330,16627,4,103,-57,166,132,122,2462,284,16349,7,82,-7
6.6053,2512,310,16355,3,91,-64,165,131,123,2471,295,16418,6,87,-20
6.6209,2580,370,16275,5,85,-59,165,131,123,2481,298,16402,5,88,-31
6.621,2404,586,16991,5,77,-47,166,131,123,2505,316,16370,5,87,-38
6.637,2488,346,16223,2,37,-34,166,131,123,2479,383,16525,5,84,-41
6.6533,2432,298,16115,1,23,-33,165,132,123,2481,373,16449,4,72,-40
6.6533,2664,242,15511,-4,-3,-38,165,132,123,2468,354,16365,3,59,-39
6.6689,2672,262,16003,3,22,-49,166,132,123,2517,326,16151,1,43,-39
6.669,2408,506,16979,11,43,-48,166,132,123,2555,310,16114,1,37,-42
6.6849,2260,358,16611,-3,-13,-24,166,132,123,2518,359,16330,3,38,-44
6.7009,2328,394,16475,0,-15,-3,166,132,123,2453,358,16400,1,25,-39
6.701,2556,318,16195,-1,-15,4,164,132,123,2421,367,16418,0,15,-30
6.7172,2260,378,16983,4,-6,6,164,132,123,2454,354,16362,-1,7,-22
6.7327,2616,310,16123,-1,-15,8,164,132,123,2405,360,16517,0,3,-15
6.7328,2384,414,16595,1,-8,7,164,132,123,2457,347,16418,-1,-2,-10
6.7487,2540,326,16359,-1,-20,7,166,133,123,2438,363,16462,-1,-4,-6
6.7488,2508,450,16415,-2,-14,8,166,133,123,2463,353,16436,-1,-8,-3
6.7648,2456,382,16327,0,-15,9,166,133,123,2474,377,16430,-2,-10,-1
6.7808,2588,394,16219,0,-21,9,166,133,123,2469,378,16404,-2,-12,1
6.7808,2548,406,16323,3,-14,7,167,133,122,2498,382,16357,-2,-15,3
6.7968,2472,298,16331,3,-10,8,167,133,122,2510,388,16348,-1,-15,4
6.8134,2468,330,16331,2,1,8,166,133,122,2500,365,16343,0,-14,5
6.8135,2500,278,16259,4,5,8,166,133,122,2492,356,16340,0,-11,5
6.8288,2416,342,16487,7,13,6,165,133,122,2494,336,16319,1,-7,5
6.8451,2492,254,16267,8,17,4,165,133,122,2474,337,16361,2,-2,5
6.8452,2364,34,16311,14,36,-6,165,131,122,2478,316,16337,3,2,4
6.8613,2548,-190,16091,11,65,-47,165,131,122,2449,245,16330,5,10,1
6.8613,2656,454,16383,21,122,-43,165,129,123,2473,136,16270,6,23,-11
6.877,2328,578,16619,16,113,-16,165,129,123,2518,215,16298,9,47,-19
6.893,2296,458,16519,16,104,0,165,131,123,2470,305,16378,10,63,-19
6.8932,2288,446,16431,17,100,15,165,131,123,2426,343,16413,11,73,-15
6.9093,2100,178,16399,12,98,23,164,132,123,2391,368,16417,12,79,-8
6.9253,2304,342,16471,10,108,33,164,132,123,2318,320,16412,12,83,-1
6.9253,2588,706,16371,6,108,44,163,132,122,2314,325,16426,11,89,7
6.9409,2528,566,16315,3,89,44,163,132,122,2382,420,16412,9,93,16
6.9568,2520,474,16367,5,72,39,164,134,122,2418,456,16387,7,92,23
6.9569,2276,394,16295,5,65,40,164,134,122,2443,460,16382,6,87,27
6.9733,2460,478,16499,6,64,48,164,133,122,2401,443,16360,5,81,30
6.9733,2572,190,16507,4,43,40,164,133,122,2415,451,16394,5,76,34
6.989,2392,318,16355,11,31,21,165,133,122,2454,385,16422,4,67,35
7.0051,2316,386,16427,6,10,12,165,133,122,2438,368,16405,5,58,31
7.0052,2376,370,16399,-2,-20,12,164,132,122,2407,372,16410,5,46,26
7.0212,2392,462,16491,-1,-12,15,164,132,122,2399,371,16407,3,29,22
7.0369,2248,742,16483,4,-2,29,164,133,122,2397,393,16428,2,18,20
7.0369,2360,826,16291,6,-11,78,164,133,122,2359,480,16441,2,13,22
